filename,datetime,shape_height,shape_width,num_bands,file_size_mb,bounds_left,bounds_right,bounds_bottom,bounds_top
20241201_112719_99_24d5_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-01 11:27:19,5161,935,8,0.15308284759521484,-5.705807282604579,-5.680378597272482,41.35997242880206,41.50033333254425
20241204_112218_28_24bd_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:22:18,4841,314,8,0.07033920288085938,-5.104245011564328,-5.0957553763203824,41.36919393736342,41.500080320216725
20241204_112220_59_24bd_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:22:20,9236,2137,8,68.29165458679199,-5.1503075104611025,-5.091928125815509,41.20256268055076,41.45487526669334
20241204_112222_90_24bd_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:22:22,7537,3575,8,221.34001064300537,-5.193985649385045,-5.093244494941323,41.09835988712207,41.31074760209895
20241204_112225_21_24bd_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:22:25,2079,4143,8,72.39238548278809,-5.2368974791568155,-5.097844611616868,41.09745953275864,41.167237691487955
20241204_112452_73_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:24:52,5540,13382,8,761.5885486602783,-5.656306182213683,-5.198373422201032,41.090491995527046,41.28007109360432
20241204_112455_05_2523_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:24:55,1244,12672,8,26.49965000152588,-5.69791487088081,-5.245875390384848,41.090307468973045,41.134683819488906
20241204_112539_69_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:25:39,5440,13258,8,727.6274003982544,-5.6288272116078595,-5.174850826113964,41.09068060134451,41.276955419347736
20241204_112541_96_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-04 11:25:41,1230,12563,8,25.392586708068848,-5.670679977103972,-5.222527418206126,41.09047712892552,41.134354200281436
20241205_104310_50_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:10,7168,11967,8,815.6592302322388,-5.709456204441868,-5.314546954137995,41.23863837826698,41.47518133023306
20241205_104312_52_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:12,7245,10970,8,785.1252088546753,-5.709415632048995,-5.352381063165672,41.11158909075633,41.34738812918474
20241205_104314_54_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 10:43:14,3683,9070,8,296.50159740448,-5.704663244761916,-5.3938016475673365,41.093196569763606,41.2194262569155
20241205_112501_72_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:01,5046,8136,8,371.00460624694824,-5.3621926095714985,-5.0949600838694895,41.339363747815256,41.50510309450802
20241205_112504_01_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:04,8147,9974,8,795.0580282211304,-5.406992551311802,-5.091944480120623,41.19580693016132,41.45314567449604
20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:06,6610,10815,8,817.278000831604,-5.448459265120048,-5.09327550705098,41.09325776320608,41.310341872391156
20241205_112508_58_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:08,2120,11069,8,145.34655380249023,-5.490002661748039,-5.097862077032168,41.09226764840952,41.167372720195374
20241205_112911_85_250d_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:29:11,8457,9365,8,735.4679985046387,-5.710659821895448,-5.418878227588336,41.23495581156556,41.49844720964941
20241205_112914_16_250d_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:29:14,8534,8096,8,625.5557880401611,-5.710307936822925,-5.463886993968706,41.094693342090096,41.354445852751894
20241205_112916_47_250d_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:29:16,3470,5779,8,117.12383556365967,-5.704382917856217,-5.514066336539455,41.09577563380487,41.210051206943675
20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 10:41:14,7339,9393,8,684.1255407333374,-5.391349932834968,-5.0926771915822915,41.23353848543976,41.46689941890653
20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 11:27:49,7904,13924,8,1062.1463384628296,-5.710449439702099,-5.248426616086957,41.129401754177884,41.39167038372788
20241207_112751_51_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 11:27:51,4527,11898,8,544.562310218811,-5.705724239078899,-5.29590836934357,41.091231210277975,41.24715963877788
20241208_112513_37_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:13,3479,11581,8,356.2366008758545,-5.502503175297077,-5.0965513827041695,41.38612326201068,41.5080735501059
20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:15,7866,13824,8,1029.4491338729858,-5.550921583407723,-5.09203669231422,41.243641757467735,41.50475204055088
20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:17,7822,13775,8,1035.8022689819336,-5.592353503478254,-5.1355969287618075,41.10199536970612,41.361360155726594
20241208_112520_20_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:20,3668,12947,8,400.58460330963135,-5.635592689240201,-5.182212430164771,41.09060761521119,41.2190542661951
20241209_103930_30_24d0_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 10:39:30,4600,460,8,0.9231586456298828,-5.108414338574908,-5.095961759700675,41.375635544002016,41.500161332744355
20241209_112359_42_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:23:59,1151,7964,8,3.6094284057617188,-5.383864099216646,-5.099001344384218,41.464365267512115,41.5055351608838
20241209_112401_74_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:24:01,5619,10101,8,580.5672817230225,-5.430659043763531,-5.0943786742602555,41.31946774694407,41.50653431423829
20241209_112404_06_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:24:04,8065,11817,8,972.251461982727,-5.4747246108063345,-5.09184889124292,41.1744896368425,41.43579899440186
20241209_112406_38_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:24:06,5910,12499,8,820.8690671920776,-5.516405737349311,-5.093892029761249,41.09178174488978,41.291562208274485
20241209_112408_69_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:24:08,1575,12853,8,60.82617950439453,-5.5575448165700605,-5.099604462056136,41.09078162730155,41.14689740247929
20241209_113650_94_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:36:50,971,11292,8,14.170159339904785,-5.58875793497627,-5.183439767581171,41.47354463340825,41.50839797564529
20241209_113652_94_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:36:52,4704,11888,8,562.4211587905884,-5.630592513344049,-5.221078384339215,41.346523224359004,41.50856515427478
20241209_113654_94_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:36:54,6952,12328,8,840.3389072418213,-5.669032904427778,-5.2593492570073925,41.22037684861467,41.451405459651866
20241209_113656_95_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:36:56,7026,12388,8,831.3202314376831,-5.705967283181399,-5.295056281221619,41.092752943162,41.32580595412175
20241209_113658_95_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:36:58,3034,10497,8,277.59538650512695,-5.70374030858801,-5.336440000235556,41.09203502241977,41.198197653222984
20241210_112352_87_250d_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-10 11:23:52,2155,10249,8,114.01922225952148,-5.4620699608579475,-5.097962274238174,41.43062352350431,41.5071824136073
20241210_112355_18_250d_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-10 11:23:55,6648,12444,8,879.750735282898,-5.509546688817708,-5.093343865643447,41.28585913582843,41.50820857077399
20241212_104445_40_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-12 10:44:45,488,11228,8,0.18034744262695312,-5.617833743429747,-5.214456776414382,41.49095898846469,41.50849086946785
20241212_104447_39_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-12 10:44:47,4153,11740,8,457.90161323547363,-5.659164009248579,-5.251398324325297,41.364386366554655,41.5086326092707
20241212_104449_39_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-12 10:44:49,6966,12299,8,819.3781290054321,-5.697932717039087,-5.289306915061571,41.238957190251874,41.470397741237754
20241212_104451_38_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-12 10:44:51,7072,11661,8,808.7798500061035,-5.709270110061089,-5.325537870316642,41.1125720291483,41.34529258480157
20241212_104453_37_24c8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-12 10:44:53,3666,9806,8,333.61789321899414,-5.704625417270824,-5.3664726364815145,41.09265566043562,41.21907500516065
20241213_104107_34_24b6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-13 10:41:07,4492,9130,8,436.62461948394775,-5.706022706216497,-5.397557478260906,41.35483714067862,41.5066033842686
20241213_104109_36_24b6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-13 10:41:09,7284,8698,8,620.1064128875732,-5.709270614954114,-5.435273687121258,41.227547446676496,41.45700176058021
20241213_104111_38_24b6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-13 10:41:11,7417,7678,8,533.6023397445679,-5.709230928714304,-5.472578168041994,41.10054687704404,41.329155046607276
20241213_104113_40_24b6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-13 10:41:13,3178,5701,8,128.04170417785645,-5.704027085608848,-5.514599360719844,41.09580450449664,41.20140024378751
20241214_112458_50_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-14 11:24:58,8017,11298,8,909.6074600219727,-5.45639313952942,-5.0920824489148275,41.247643350707015,41.50615625623518
20241214_112500_79_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-14 11:25:00,7941,12417,8,1003.9201183319092,-5.497525788588643,-5.091945084615582,41.103950371236,41.36332996133426
20241214_112503_08_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-14 11:25:03,3698,12665,8,417.8964719772339,-5.538959431342688,-5.096151015942493,41.09125731409145,41.22055107801959
20241214_112716_93_2521_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-14 11:27:16,3133,11773,8,295.37060832977295,-5.704227507765136,-5.289065313321049,41.39837369197394,41.50885557044105
20241214_112719_25_2521_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-14 11:27:19,7807,11616,8,928.971339225769,-5.710187551863977,-5.332513369831267,41.254043424348254,41.507874548584596
20241214_112721_57_2521_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-14 11:27:21,8270,10517,8,842.9903326034546,-5.71054481754832,-5.376466447212645,41.109674203857494,41.37237536604025
20241214_112723_88_2521_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-14 11:27:23,3946,8279,8,263.8361930847168,-5.705011562380171,-5.42524552339355,41.09387283040586,41.227217049495266
20241215_112330_06_24cd_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-15 11:23:30,3953,9689,8,395.049355506897,-5.427578007261114,-5.095883380920241,41.09362677441109,41.22895434773398
20241215_112744_53_24f4_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-15 11:27:44,4072,13089,8,443.7119369506836,-5.650513439167431,-5.194160452222137,41.09049181196936,41.23246364807916
20241215_112746_78_24f8_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-15 11:27:46,8208,10266,8,715.7714080810547,-5.710428935934944,-5.38512776343039,41.0989493813911,41.359038220658334
20241218_112613_25_24f6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-18 11:26:13,4867,8981,8,380.696249961853,-5.395041934025852,-5.095115112959396,41.34324130497063,41.505778198204176
20241218_112615_51_24f6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-18 11:26:15,8126,10926,8,794.9321041107178,-5.441714881266421,-5.091860246480732,41.201243682615065,41.461441262906895
20241220_104657_45_24bc_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-20 10:46:57,1646,8416,8,73.36544990539551,-5.702180976860303,-5.402519362466245,41.44796331600933,41.50657108897661
20241220_104659_45_24bc_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-20 10:46:59,5641,8212,8,493.12832832336426,-5.707351150604004,-5.441037724039177,41.32272197054334,41.505658409809314
20241220_104701_45_24bc_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-20 10:47:01,7566,7496,8,503.0785942077637,-5.709384787127181,-5.4796805560438235,41.19760725039169,41.42945653165859
20241220_104703_44_24bc_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-20 10:47:03,6855,6236,8,371.5100317001343,-5.708239144065627,-5.519572538579281,41.09591983741649,41.30331393308822
20241220_104705_44_24bc_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-20 10:47:05,2416,4219,8,36.19313621520996,-5.703061559481807,-5.563324445759762,41.09684280302637,41.176862918397894
20241220_112752_08_24de_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-20 11:27:52,507,11026,8,0.2340526580810547,-5.496034196858003,-5.099905863377462,41.48972366773693,41.50793852943425
20241220_112754_38_24de_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-20 11:27:54,4722,12966,8,576.3706941604614,-5.544516741657399,-5.095276326005919,41.34538585665106,41.50899169057874
20241220_112756_68_24de_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-20 11:27:56,7860,13883,8,1021.3322601318359,-5.5905708117234045,-5.12959604226951,41.2018391352883,41.46282463466939
20241220_112758_99_24de_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-20 11:27:58,6809,13695,8,930.3638496398926,-5.634408692946312,-5.173591462707374,41.09055955439113,41.31967269938543
20241220_112801_29_24de_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-20 11:28:01,2412,12839,8,169.96091556549072,-5.677151895377595,-5.222008309397391,41.09036277884199,41.175868373466514
20241221_112619_47_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-21 11:26:19,1093,12718,8,17.5974760055542,-5.651508414023866,-5.195008711741141,41.47037523763895,41.50960736333442
20241221_112621_79_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-21 11:26:21,5358,13408,8,714.2088422775269,-5.6994881654633405,-5.237978574488707,41.32539046211353,41.509815312086836
20241221_112624_10_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-21 11:26:24,7939,13048,8,1024.933316230774,-5.710444757662239,-5.280934167102228,41.18135338495134,41.442687273551584
20241221_112626_41_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-21 11:26:26,6179,11447,8,744.4390878677368,-5.707847007909623,-5.326003038681781,41.09181921696912,41.29793556936353
20241221_112628_72_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-21 11:26:28,1698,9229,8,41.99000072479248,-5.701916408614989,-5.374630968279317,41.09283679201966,41.15305249011154
20241223_103732_06_2417_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-23 10:37:32,7836,1033,8,9.092653274536133,-5.121173721814293,-5.093165235600505,41.28794115834351,41.50040437031954
20241223_103734_12_2417_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-23 10:37:34,8249,2408,8,102.44547367095947,-5.158955339889308,-5.092758356744624,41.15761046085272,41.38437911282968
20241223_103736_17_2417_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-23 10:37:36,5415,3479,8,183.50635623931885,-5.195772315104082,-5.09504470737275,41.09830354457211,41.255084227488226
20241223_103738_23_2417_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-23 10:37:38,793,3801,8,18.21821880340576,-5.233516367797233,-5.099180936785167,41.097490258243155,41.125516566265404
20241223_112457_45_24da_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-23 11:24:57,1463,8084,8,15.885637283325195,-5.386811936209391,-5.098639891238417,41.453464305216286,41.50561617332521
20241223_112459_77_24da_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-23 11:24:59,5999,10293,8,635.8632411956787,-5.43472010074728,-5.093991531502308,41.30803078504332,41.5066153266639
20241223_112502_09_24da_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-23 11:25:02,8073,11946,8,976.2309951782227,-5.479379491797952,-5.091844394634549,41.16236810903521,41.42426086304493
20241223_112504_41_24da_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-23 11:25:04,5533,12551,8,751.6276435852051,-5.52129142372335,-5.094256309509251,41.09168870164011,41.27994344524194
20241223_112506_73_24da_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-23 11:25:06,1256,12800,8,30.19248867034912,-5.563287263436439,-5.106696550799229,41.090784116420565,41.13558708009809
